epoch,time,train_loss,train_acc,val_loss,val_acc
1,446.38956570625305,0.517003656261497,0.6356725146198831,0.1928895435162953,0.9228971962616822
2,221.45356798171997,0.1287829998742651,0.9532163742690059,0.1610768080822059,0.9439252336448598
3,224.2783646583557,0.034561045989566656,0.9906432748538012,0.18193754939628498,0.9415887850467289
4,222.44304490089417,0.012655264734618228,0.9947368421052631,0.22405376937240362,0.9369158878504673
5,222.24164056777954,0.006036230690639328,0.9994152046783625,0.2228448241283851,0.9392523364485982
6,219.5781638622284,0.0021333127914220785,1.0,0.22703601985371538,0.9392523364485982
7,218.35530829429626,0.003499059347194378,0.9994152046783625,0.29497146925755907,0.9369158878504673
8,223.52404284477234,0.004139119216469461,0.9994152046783625,0.2455356405781848,0.9392523364485982
9,221.6427867412567,0.011831775079136369,0.995906432748538,0.27109918725078125,0.9369158878504673
10,217.29960370063782,0.004169441703803993,0.9988304093567252,0.2026949226773078,0.9579439252336449
