epoch,time,train_loss,train_acc,val_loss,val_acc
1,817.8757109642029,0.5652592463625802,0.6479532163742691,0.4175012388399669,0.8177570093457944
2,868.6508829593658,0.34706613780171786,0.8614035087719298,0.2831568175128528,0.8738317757009346
3,809.2499799728394,0.26031296920997127,0.8894736842105263,0.234756167445864,0.8878504672897196
4,810.2481534481049,0.2241901861572707,0.9035087719298246,0.24059858971408435,0.866822429906542
5,802.6232283115387,0.19022210811575255,0.9222222222222223,0.19820693082043103,0.9088785046728972
6,794.3645217418671,0.18423412540168674,0.928654970760234,0.1919887252151966,0.9322429906542056
7,808.8744778633118,0.17470165611141258,0.928654970760234,0.18305467707770212,0.9252336448598131
8,815.2229883670807,0.1601720831391436,0.935672514619883,0.18316384564552987,0.9018691588785047
9,808.0050060749054,0.15300006129675442,0.939766081871345,0.17642762804669992,0.9182242990654206
10,826.7450294494629,0.14856925303185428,0.9385964912280702,0.1760275164352996,0.9182242990654206
