epoch,time,train_loss,train_acc,val_loss,val_acc
1,130.70325374603271,1.028420810516064,0.6909975669099757,0.8917981088161469,0.7281553398058253
2,123.87080073356628,0.9211112719315749,0.7250608272506083,0.8766724616289139,0.7281553398058253
3,123.38226652145386,0.8841743927735549,0.7250608272506083,0.8776488304138184,0.7281553398058253
4,123.606862783432,0.8768772803820096,0.7250608272506083,0.8803690671920776,0.7281553398058253
5,129.32340288162231,0.8791025693599994,0.7250608272506083,0.8854405879974365,0.7281553398058253
6,123.97353839874268,0.8527270647195669,0.7250608272506083,0.8907661288976669,0.7281553398058253
7,121.39396333694458,0.8420503024871533,0.7250608272506083,0.8960900753736496,0.7281553398058253
8,123.58150863647461,0.8396125665077796,0.7250608272506083,0.9008779227733612,0.7281553398058253
9,120.92218565940857,0.8289928803077111,0.7250608272506083,0.9027406275272369,0.7281553398058253
10,121.66454648971558,0.8253427881460923,0.7250608272506083,0.9099317938089371,0.7281553398058253
