epoch,time,train_loss,train_acc,val_loss,val_acc
1,204.68764662742615,0.6983039021492005,0.4983974358974359,0.682026481628418,0.5
2,132.4208984375,0.6842826128005981,0.4983974358974359,0.6741536617279053,0.5
3,147.83631539344788,0.6739626795053482,0.5032051282051282,0.6657209634780884,0.5192307692307693
4,192.93463921546936,0.6587809681892395,0.5160256410256411,0.6517367482185363,0.5128205128205128
5,145.18181324005127,0.6438363343477249,0.5576923076923077,0.6392791271209717,0.5384615384615384
6,148.82610297203064,0.6396308660507202,0.5641025641025641,0.6409913182258606,0.6346153846153846
7,150.29315614700317,0.621794730424881,0.6057692307692307,0.6240659236907959,0.6025641025641025
8,134.6175684928894,0.596048092842102,0.6378205128205128,0.631048035621643,0.5705128205128205
9,144.07102608680725,0.602436438202858,0.625,0.6194249749183655,0.5961538461538461
10,158.511869430542,0.5736075133085251,0.655448717948718,0.6124954938888549,0.6089743589743589
